"","height","size","mean","sd","variation","fraction"
"112",100,160,4254481.2525147,5329448.9976478,1.25266717170224,0.732268718160877
"113",100,180,4224879.7084784,5468818.70327914,1.29443181359801,0.727173788034148
"114",100,200,4431041.03572465,5491415.10880538,1.23930585714093,0.762657665357083
"115",100,250,4513544.97696706,5576391.32005698,1.23547928480024,0.776857999477979
"116",100,300,4410312.44936022,5638115.91175532,1.27839375928416,0.759089922437214
"117",100,350,4209214.93268819,5719149.03013974,1.35872107307365,0.724477613199344
"118",100,400,4158066.5857112,5697309.30921474,1.3701823171358,0.715674111137901
"119",100,450,4054981.46329415,5728696.00276498,1.41275516414104,0.697931405042022
"120",100,500,4063790.19765538,5797795.27069593,1.42669650466724,0.699447538322785
"121",100,550,4033818.67896795,5740992.95908551,1.42321542339487,0.694288929254381
"122",100,600,4023204.23890531,5670248.38391925,1.40938616267269,0.692462003253926
"123",100,650,3971606.62212893,5627180.09011087,1.41685232841476,0.683581174204635
"124",100,700,4003211.77270676,5629492.91830773,1.40624409547571,0.68902095915779
"125",100,750,3966755.06461932,5598644.13179455,1.41139143723053,0.682746138488696
"126",100,800,3968538.104101,5608843.44112393,1.41332734976839,0.683053029965748
"127",100,850,3997339.9321804,5623862.00094323,1.40690111333004,0.688010315349466
"128",100,900,3891466.83016352,5627793.0302624,1.4461881022961,0.669787750458436
"129",100,950,3893761.04250667,5638813.1894759,1.44816621459796,0.670182623495124
"130",100,1000,3851132.58950791,5619927.28832443,1.45929208037019,0.662845540362807
"131",95,20,38025185.1318194,9767758.26273861,0.256876021217973,1.06513123618542
"132",95,40,35298426.8201325,10429085.6873483,0.29545468812225,0.988751451544328
"133",95,60,37166819.9297074,10542491.4773451,0.283653309518646,1.041087392989
"134",95,80,36560197.8799215,9998721.81725669,0.273486534457405,1.02409517870928
"135",95,100,36157395.3751318,9666160.49132738,0.267335641603641,1.01281219538184
"136",95,120,35207795.4027626,9933715.60823043,0.282145345784729,0.986212756379905
"137",95,140,34908474.7752075,9960572.22431462,0.285333927891595,0.977828425075841
"138",95,160,35143906.7094163,9861842.83238257,0.280613163298098,0.984423157126508
"139",95,180,35072015.1726338,9819806.99258629,0.279989813652012,0.982409388589183
"140",95,200,34858035.4895774,9824084.42320687,0.281831270329169,0.97641555993214
"141",95,250,34416847.4768045,9850560.87888448,0.286213340298624,0.964057352291443
"142",95,300,34719246.7621948,9859118.70318511,0.283966952702457,0.972527920509659
"143",95,350,34645614.2137362,9865898.23446443,0.284766151744333,0.970465384138269
"144",95,400,35014779.7010772,9890900.3160668,0.282477867931938,0.980806154091799
"145",95,450,35001299.6167953,9844370.21713208,0.281257276870036,0.980428560694546
"146",95,500,35182662.8543354,9829784.34809578,0.279392847232554,0.985508763426763
"147",95,550,35146667.6428955,9822022.18045437,0.279458134701422,0.984500494198752
"148",95,600,35143779.1898133,9793597.78251485,0.2786723001422,0.984419585148831
"149",95,650,34975974.7111035,9890399.33112738,0.282776946541752,0.979719179582731
"150",95,700,34855638.7252331,9784583.38796526,0.280717374456888,0.976348423675998
"151",95,750,34876107.2187554,9643438.4243217,0.276505584864578,0.976921770833485
"152",95,800,34916816.7036218,9808215.92017303,0.280902351535261,0.978062092538425
"153",95,850,34930112.1405407,9865349.08288025,0.282431073887973,0.978434513740637
"154",95,900,34778911.6346102,9850335.39811721,0.283227247062978,0.974199205451266
"155",95,950,34789878.2326971,9833717.95086919,0.282660315310532,0.974506393072748
"156",95,1000,34731798.6579633,9961922.01291527,0.286824247457487,0.972879514228664
"157",90,20,77118540.7830914,18985506.9381966,0.246186024079429,0.93250956206882
"158",90,40,80361150.3386208,18601321.3249784,0.231471566131113,0.971718867456116
"159",90,60,79787662.6273696,17415938.8933131,0.21827859495835,0.964784312301929
"160",90,80,81002062.0002842,15962619.7827029,0.197064363406537,0.979468706170305
"161",90,100,81702415.080426,16258900.1315777,0.199001462999261,0.987937304479154
"162",90,120,82101856.698132,16035245.75641,0.195309173279328,0.992767311948391
"163",90,140,82675262.3859744,17085439.3556229,0.206657213567204,0.999700875283851
"164",90,160,82268571.9738799,16903789.215803,0.20547079899685,0.99478321612914
"165",90,180,82008886.1506589,17508036.777308,0.213489508260653,0.991643121531547
"166",90,200,82383956.4963298,17446761.9986259,0.211773781457111,0.996178434054774
"167",90,250,81994663.0368018,16638781.4352891,0.202925176091291,0.991471137083456
"168",90,300,82171618.581703,16771763.683221,0.204106526957905,0.993610865558682
"169",90,350,82075517.9825644,16567993.4682296,0.20186279508768,0.992448826875022
"170",90,400,82623283.1361708,16595422.1130914,0.200856483586359,0.999072347474859
"171",90,450,82626894.0669967,16725826.7237451,0.202425940277789,0.999116010483636
"172",90,500,82643814.9097829,16694358.0767045,0.202003720362239,0.999320615595923
"173",90,550,82214949.884693,16782885.9945714,0.204134236146947,0.994134823273193
"174",90,600,82018601.4392381,16705569.749616,0.203680256142773,0.991760597814246
"175",90,650,82059953.7244328,16664277.2997574,0.203074417464553,0.992260625446587
"176",90,700,81932386.5348127,16651832.8789797,0.203238714057284,0.990718095946949
"177",90,750,82016633.0876788,17011861.8648089,0.207419656530189,0.991736796707119
"178",90,800,81938423.6135641,17073413.9858477,0.208368836412681,0.990791095690013
"179",90,850,82002129.1641848,17185307.1317926,0.209571474630666,0.991561416737422
"180",90,900,82049717.5072943,17137190.2927169,0.208863489276406,0.992136850148662
"181",90,950,82187294.3812122,17081438.0530071,0.20783550768538,0.993800415734126
"182",90,1000,82383529.3678002,17172305.6577391,0.208443432680257,0.996173269259978
"183",85,20,84586382.9377158,21378093.7638059,0.252736823840161,1.03659783011907
"184",85,40,81140167.8608245,18709162.721016,0.230578309291975,0.994364802215986
"185",85,60,80580682.7228793,18331518.3410278,0.22749271564341,0.987508366701953
"186",85,80,81934537.486371,18904064.4537251,0.230721561794007,1.00409972409768
"187",85,100,81521108.2477958,18432214.0553956,0.22610357552265,0.999033189311223
"188",85,120,82100167.422067,18298133.7664269,0.222875718052539,1.00612950272141
"189",85,140,81464265.9649691,17727250.871261,0.217607691682682,0.998336592707955
"190",85,160,80578787.5259347,17821000.5511767,0.221162431185018,0.987485141249199
"191",85,180,80543289.8760271,18104270.4934029,0.224776893534758,0.987050121029744
"192",85,200,80650705.6655505,18096585.7456987,0.224382236911147,0.988366490999393
"193",85,250,81388327.9499136,17729617.6677276,0.217839807185109,0.997405979778353
"194",85,300,81194456.737139,17414074.6923518,0.214473689364393,0.995030107072782
"195",85,350,80827782.1396881,17188130.9059759,0.212651274734609,0.990536545829512
"196",85,400,80804026.3773928,17166711.006322,0.212448708015433,0.990245421291579
"197",85,450,81015588.5814403,17235902.0790806,0.212747970864327,0.992838095360788
"198",85,500,80878019.6896469,17275179.102877,0.213595475868067,0.991152202079006
"199",85,550,80803048.9070022,17130199.1154928,0.211999415210288,0.990233442487772
"200",85,600,80618492.5872647,17068268.4839041,0.21171654214979,0.987971722883146
"201",85,650,80588023.5307658,16929014.6811843,0.210068617388555,0.987598327582914
"202",85,700,80610601.8080294,17188341.39166,0.213226808957378,0.987875022157223
"203",85,750,80898558.6451991,17298839.8995727,0.213833722000427,0.991403904965675
"204",85,800,80972928.7180035,17298392.9328837,0.213631805181792,0.992315302916709
"205",85,850,81145150.2955838,17291604.5427851,0.213094738007111,0.994425861465488
"206",85,900,81165764.7425482,17358884.9860532,0.213869542671277,0.994678489492013
"207",85,950,81416220.508523,17322918.0901023,0.212769863080157,0.997747800349547
"208",85,1000,81571319.3526164,17426332.9734047,0.213633089567599,0.999648521478142
"209",80,20,179968700.570956,34009257.397621,0.188973178612312,1.0402815061905
"210",80,40,182540060.778679,35543532.6000539,0.194716340338841,1.05514485999236
"211",80,60,179956372.014605,34295190.5407108,0.190575027473478,1.04021024285899
"212",80,80,175033968.615398,36396312.8248707,0.207938568226401,1.01175704401964
"213",80,100,176576132.729559,36698410.3778689,0.207833356697621,1.0206712874541
"214",80,120,178058752.809907,35853049.618607,0.201355165375572,1.02924134572201
"215",80,140,175187779.973734,35971714.0038054,0.205332324030812,1.0126461270158
"216",80,160,176305593.889639,35677073.1513823,0.202359280634708,1.01910747913086
"217",80,180,176103580.887836,35427227.6116498,0.201172670271902,1.01793977391813
"218",80,200,174902362.489904,35520155.1373847,0.203085622353644,1.01099631497054
"219",80,250,173526451.04472,34731658.2970509,0.200151954286786,1.00304306962266
"220",80,300,172401379.25838,34988209.445636,0.202946226974199,0.996539764499304
"221",80,350,171491747.325865,35899766.2997898,0.20933815684771,0.991281776450086
"222",80,400,170875843.384837,35217014.4691514,0.206097092318882,0.98772163806264
"223",80,450,172225900.845741,34984790.8644088,0.203133156468398,0.995525438414689
"224",80,500,172694250.102238,35188185.9544179,0.203760032158488,0.998232659550507
"225",80,550,172901851.088764,35242278.068644,0.203828228828802,0.999432665252969
"226",80,600,173306295.860309,35169364.9526016,0.202931836826917,1.00177049630236
"227",80,650,173205316.245191,34856929.8762314,0.201246304858724,1.00118679910515
"228",80,700,172665759.7066,34939912.6403963,0.202355769318523,0.99806797518266
"229",80,750,172048726.968192,35079056.4974403,0.203890241535618,0.994501311954867
"230",80,800,172382642.237205,35000830.8081528,0.203041503215796,0.996431458018523
"231",80,850,172402057.400158,35123613.3711532,0.20373082491486,0.996543684393977
