"","height","size","mean","sd","variation","fraction"
"1",120,20,112627562423.454,13508636825.0858,0.119940772351056,0.95447086799537
"2",120,40,116340692425.911,15680686055.8093,0.134782471453787,0.985938071406028
"3",120,60,120610048628.565,19677017673.9186,0.163145756905519,1.02211905617428
"4",120,80,120769517575.56,20725386122.8721,0.171611069903505,1.02347048792848
"5",120,100,121001180594.399,21718465268.9856,0.179489697226896,1.02543373385084
"6",120,120,120504711958.856,20423919402.2435,0.169486479576141,1.02122637253268
"7",120,140,120027704680.341,20121011831.7879,0.167636395991862,1.01718393796899
"8",120,160,120836314591.745,20276043522.6007,0.167797599513894,1.02403656433683
"9",120,180,120773748619.23,19515599531.0623,0.161588091403788,1.02350634423076
"10",120,200,121578451946.537,20840759685.6274,0.171418202419553,1.0303258639537
"11",120,250,120808644911.683,20174737145.7692,0.16699746247893,1.02380207552274
"12",120,300,121001527225.299,20310174313.9954,0.167850561722075,1.02543667140084
"13",120,350,120990889572.988,19737776450.8276,0.16313440227184,1.02534652180498
"14",120,400,121256609860.68,19705203619.4988,0.162508284225821,1.02759838864983
"15",120,450,120776394095.479,19376840446.9048,0.160435659567602,1.02352876352101
"16",120,500,121008809816.604,19587664617.0243,0.16186974028346,1.0254983882763
"17",120,550,121051830638.713,19745003665.4546,0.163111979069402,1.02586297151452
"18",120,600,120919446960.746,19809234823.5318,0.163821745148756,1.02474107593852
"19",120,650,120529884658.114,19579095677.4881,0.162441835342535,1.02143970049249
"20",120,700,121124323180.525,19664089583.5164,0.162346331993194,1.02647731508919
"21",120,750,121329895954.721,19802932854.3854,0.163215608968919,1.0282194572434
"22",120,800,121412461807.682,19888630469.2474,0.163810453829288,1.02891916786171
"23",120,850,121274881909.15,19740852401.9039,0.162777749944067,1.02775323651822
"24",120,900,121201486417.939,19633355516.8243,0.161989395485816,1.02713124082999
"25",120,950,120855429708.723,19430627255.157,0.160775790562223,1.02419855685358
"26",120,1000,121247436192.23,19740441206.465,0.162811205138951,1.02752064569686
"27",115,20,179683303007.758,21717060259.2686,0.12086298446067,0.971261097339233
"28",115,40,187772701292.23,25319546322.1809,0.134841466027461,1.01498757455259
"29",115,60,188815169590.415,35843342333.1779,0.18983295892449,1.02062253832657
"30",115,80,186777533756.423,33534459329.8637,0.179542253586001,1.00960829057526
"31",115,100,190319743215.303,34756149206.3087,0.182619777744183,1.02875536873137
"32",115,120,190024194123.474,33048759574.8864,0.173918693497587,1.02715780607283
"33",115,140,190151707435.529,31862414344.0897,0.167563125116258,1.02784706721908
"34",115,160,190116599792.866,30475532611.9744,0.160299167169925,1.02765729617765
"35",115,180,189844381599.917,29848386287.7414,0.157225544607607,1.02618584648604
"36",115,200,189518277374.341,30561878602.7797,0.161260850542732,1.02442312094239
"37",115,250,189779271789.068,30194632515.0712,0.159103953927231,1.02583390156253
"38",115,300,190214720366.263,30589244730.2121,0.160814287513141,1.02818767765548
"39",115,350,190615119382.499,30557921623.6132,0.160312160560013,1.03035199666216
"40",115,400,190021797835.345,29895216081.5981,0.157325193331254,1.02714485316403
"41",115,450,190487239110.478,30171370006.4784,0.158390505040496,1.02966075194853
"42",115,500,190343695484.166,30844738891.2045,0.162047599279538,1.02888484045495
"43",115,550,190204294081.072,30362487262.4161,0.159630924260177,1.02813131935715
"44",115,600,189659961058.717,29842801834.8975,0.157348982190598,1.02518897869577
"45",115,650,190016609888.728,29500163030.8496,0.155250443885535,1.02711681020934
"46",115,700,189994391215.51,29602216534.2971,0.155805739026893,1.02699670927302
"47",115,750,190173078182.173,29686580913.6848,0.156102962614125,1.0279625847685
"48",115,800,190592880135.347,29939755422.5464,0.157087480924183,1.03023178451539
"49",115,850,190771615223.007,30419620817.694,0.159455696709042,1.03119792012436
"50",115,900,190763675473.009,30343805288.9523,0.159064901709999,1.0311550025568
"51",115,950,190744715629.802,30413232264.6703,0.15944469111111,1.03105251691785
"52",115,1000,190602619334.031,30461920969.3631,0.159819004984284,1.0302844288326
"53",110,20,290243581626.255,25068205153.1521,0.0863695417920808,0.997400624145207
"54",110,40,298631556084.621,31589518979.5918,0.105780914092818,1.02622527864131
"55",110,60,294487548982.529,32658389529.3372,0.110899050374706,1.01198470440732
"56",110,80,295182015354.286,42503643948.9625,0.143991306170698,1.01437118678449
"57",110,100,296575462936.552,47413035796.3718,0.159868369847289,1.01915966644863
