"","height","size","mean","sd","variation","fraction"
"1",120,20,9229.39017565716,1345980.13895827,145.836302652838,62.360744430116
"2",120,40,242282.922030716,1231091.38037217,5.08121402059078,1637.04677047781
"3",120,60,156017.20324381,1250622.24962495,8.01592531863676,1054.1702921879
"4",120,80,134004.445249905,1258647.76868101,9.3925822112375,905.435440877736
"5",120,100,92234.0964510446,1260195.66153023,13.6630130290169,623.20335439895
"6",120,120,60446.6628329937,1239228.31470344,20.5011866102065,408.423397520228
"7",120,140,69951.6428698677,1284778.03832918,18.3666599613576,472.646235607214
"8",120,160,49556.6716886747,1270664.20833854,25.6406284974326,334.842376274829
"9",120,180,2592.65562747801,1282863.7080555,494.806828357453,17.5179434289055
"10",120,200,42595.2304584536,1262570.95457246,29.6411344881428,287.805611205768
"11",120,250,69521.5492680161,1266389.7156618,18.2157867451957,469.740197756865
"12",120,300,99544.120533088,1254332.55325546,12.6007698549964,672.595409007352
"13",120,350,94764.8581914478,1257679.16414837,13.2715775462625,640.303095888161
"14",120,400,102116.223617509,1250355.20742737,12.2444325018398,689.974483902089
"15",120,450,95721.4019585356,1275116.28284577,13.321120008231,646.766229449565
"16",120,500,90465.6416892349,1285840.96779472,14.2135836742507,611.254335738074
"17",120,550,102962.793833671,1277537.12250449,12.4077550242882,695.694552930212
"18",120,600,42675.2006489496,1270343.76175238,29.7677279177279,288.345950330741
"19",120,650,59427.8276353863,1259339.87024415,21.1910803465796,401.539375914773
"20",120,700,54961.0783325991,1250382.2619107,22.7503225890869,371.358637382426
"21",120,750,68817.4947397394,1252973.2160833,18.2071902039143,464.983072565807
"22",120,800,63457.1908754217,1247826.52343315,19.6640681098359,428.764803212309
"23",120,850,64863.839668397,1247016.44187694,19.2251406677751,438.269186948628
"24",120,900,51746.6864627561,1244347.43935788,24.0469008629854,349.639773397001
"25",120,950,67404.7996147159,1240475.41921713,18.4033692898378,455.437835234567
"26",120,1000,56006.9186974465,1238242.88322331,22.1087485621622,378.425126334098
"27",115,20,157364.437244472,3131496.88667131,19.8996478588514,77.9031867546891
"28",115,40,236274.618080532,2693968.78837504,11.4018543771673,116.967632713135
"29",115,60,77821.9837950221,2587953.50545289,33.2547871340493,38.5257345519911
"30",115,80,30061.8595410484,2580439.612086,85.837657798996,14.8821086836873
"31",115,100,63049.2568171525,2568603.56475338,40.7396327002319,31.2125033748279
"32",115,120,238449.214989509,2476250.72128299,10.3848138958727,118.04416583639
"33",115,140,290197.066182408,2457003.4530512,8.46667226989404,143.661913951687
"34",115,160,248818.441464261,2382427.02855487,9.57496162476794,123.177446269436
"35",115,180,281166.21306729,2355779.98630384,8.37860267990326,139.191194587767
"36",115,200,230238.193542155,2412997.88685347,10.4804413626172,113.97930373374
"37",115,250,227822.747703105,2348632.52856866,10.3090343358924,112.783538466884
"38",115,300,170257.536279604,2389524.04311429,14.0347622509356,84.2859090493089
"39",115,350,144068.730805004,2390545.48955444,16.5930905075441,71.3211538638635
"40",115,400,127441.446384829,2351417.41530099,18.450963026585,63.0898249429845
"41",115,450,82819.5534360911,2385914.27504315,28.8085865723036,40.999778928758
"42",115,500,72273.6643316844,2418726.92154667,33.4662278979858,35.7790417483586
"43",115,550,106682.231605144,2405317.71157936,22.5465635222368,52.8129859431406
"44",115,600,140919.516891098,2415530.90850661,17.1412091227457,69.762137074801
"45",115,650,170280.110497849,2389843.03281881,14.034774970674,84.2970844048759
"46",115,700,147410.477330753,2379655.21128064,16.1430534272084,72.9754838271053
"47",115,750,171924.481898634,2441212.48706241,14.1993301948802,85.111129652789
"48",115,800,178562.992381644,2449946.23021325,13.7203470749244,88.3975209810121
"49",115,850,187752.97882993,2458784.66469436,13.0958490246994,92.9470192227377
"50",115,900,194264.263728238,2453066.8875842,12.6274737334905,96.1704275882369
"51",115,950,208850.057265202,2480193.67019581,11.8754751742606,103.391117458021
"52",115,1000,237464.034612992,2482445.70734319,10.4539860589372,117.556452778709
"53",110,20,1681136.55692155,5192559.00347337,3.08871934412147,48.5877617607385
"54",110,40,686593.189930537,4699656.51366929,6.84489240877085,19.8437338130213
"55",110,60,176114.268070142,4239393.15914775,24.0718324846872,5.09000774769196
"56",110,80,253471.226951068,3995556.41972228,15.7633529761293,7.32575800436614
"57",110,100,56855.688264663,3944461.4893232,69.3767257017757,1.64322798452783
"58",110,120,197208.237696091,3914977.46195333,19.8519976025876,5.69966004901997
"59",110,140,227834.652147592,3831868.96965795,16.8186398931785,6.58481653605759
"60",110,160,161781.388541117,4009618.21600991,24.7841748186681,4.67576267459877
"61",110,180,176629.167858329,3997582.26693827,22.6326280954041,5.10488924446037
"62",110,200,117556.005659106,3877296.84029019,32.9825500496653,3.39757241789323
"63",110,250,304688.20510924,3848720.67464092,12.631669392194,8.80601748870635
"64",110,300,334044.341846248,3852622.86388937,11.533267836827,9.65446074700138
"65",110,350,262438.293561477,3791088.98686517,14.4456395269812,7.58492177923345
"66",110,400,292464.485808841,3817575.97109647,13.0531266404486,8.45273080372372
"67",110,450,301054.048103381,3741431.36382627,12.4277729776332,8.70098404923067
"68",110,500,227849.7301843,3754702.27134342,16.4788532701196,6.58525231746533
"69",110,550,184525.373429138,3708018.50258774,20.0948977025737,5.33310327829879
"70",110,600,148962.896885975,3748320.16640664,25.16277707244,4.3052860371669
"71",110,650,95045.3710778818,3770604.98035242,39.6716319542034,2.74697604271335
"72",110,700,-6330.40087335523,3771284.25724492,-595.74177570939,-0.182959562813735
"73",110,750,-8880.52449382314,3771950.39247425,-424.74410099289,-0.256662557624946
"74",110,800,39845.8841819291,3772089.87391977,94.6669888588012,1.15161514976674
"75",110,850,59514.3874906923,3767453.31667934,63.303235999338,1.72006900262117
"76",110,900,92247.25472636,3739398.59577106,40.5366924670389,2.66610562792948
"77",110,950,112224.982882466,3738655.95515962,33.3139365151443,3.24349661510017
"78",110,1000,102865.754346654,3713281.90899463,36.0983296392403,2.97299868053913
"79",105,20,-194237.705969254,4501682.10631547,-23.1761494703198,-0.382357688915855
"80",105,40,458720.497036815,4678427.01122027,10.1988619245082,0.902993104403179
"81",105,60,653233.543577025,4332639.8436301,6.63260465760087,1.28589280231698
"82",105,80,1025526.34230199,4418842.061683,4.3088528099279,2.01875264232675
"83",105,100,1151286.99613087,4214268.09880496,3.66048440829078,2.26631298450958
"84",105,120,1134962.77586544,4110953.61302463,3.62210435482336,2.23417869264851
"85",105,140,1139199.07505955,4002806.79173303,3.51370263491811,2.24251786429046
"86",105,160,1046717.77044386,3946664.19604433,3.77051418012208,2.06046805205484
"87",105,180,1042808.36517289,3901968.10327654,3.74178826483582,2.05277237238757
"88",105,200,986380.186297667,3901624.63067084,3.95549777344516,1.94169328011352
"89",105,250,833712.613476097,3827331.69075803,4.59070863135953,1.64116656196082
"90",105,300,685013.46342484,3868550.89195513,5.64740855254678,1.3484516996552
"91",105,350,586654.389624035,3894287.03511693,6.63812817903336,1.15483147563786
"92",105,400,694200.361854606,3900658.39913411,5.61892302780312,1.36653614538308
