A(b2);"K(b2;O2)";"K(b2;N2)";"K(b2;O3)";"K(b2;O)";"K(b2;CO2)";Rest
Rate constant;0.0735;1.20E-11;2.00E-14;2.90E-10;1.10E-11;1.70E-12
Delta;0.08;0.18;0.2;0.25;0.3;0.3;1.00E-02
